index,carat,cut,color,clarity,depth,table,x,y,z,price
51532,0.71,Premium,G,SI1,61.3,57.0,5.74,5.72,3.51,Very Low
51533,0.71,Ideal,G,SI1,62.4,56.0,5.74,5.71,3.57,Very Low
51534,0.7,Premium,G,SI1,63.0,56.0,5.68,5.65,3.57,Very Low
51535,0.7,Ideal,I,VVS1,62.8,56.3,5.65,5.69,3.56,Very Low
51536,0.81,Ideal,I,SI2,61.7,59.0,5.92,6.0,3.68,Very Low
51537,0.71,Ideal,F,SI2,61.6,57.0,5.72,5.75,3.53,Very Low
51538,0.71,Premium,G,SI1,61.2,61.0,5.71,5.66,3.48,Very Low
51539,0.71,Ideal,G,SI1,62.2,56.0,5.75,5.69,3.56,Very Low
51540,0.71,Premium,G,SI1,61.7,58.0,5.74,5.71,3.53,Very Low
51541,0.71,Ideal,G,SI1,61.4,57.0,5.76,5.71,3.52,Very Low
51542,0.78,Good,G,SI1,63.9,64.0,5.82,5.7,3.68,Very Low
51543,0.83,Premium,G,SI2,62.9,57.0,5.99,5.96,3.76,Very Low
51544,0.83,Fair,G,SI2,64.4,57.0,5.93,5.86,3.8,Very Low
51545,0.71,Premium,E,SI2,62.2,57.0,5.74,5.68,3.55,Very Low
51546,0.71,Ideal,I,VVS2,62.2,54.0,5.7,5.75,3.56,Very Low
51547,0.71,Ideal,I,VVS2,62.0,54.0,5.72,5.76,3.56,Very Low
51548,0.78,Premium,I,SI1,61.9,58.0,5.93,5.87,3.65,Very Low
51549,0.51,Premium,D,VVS2,62.4,59.0,5.13,5.06,3.18,Very Low
51550,0.52,Ideal,G,VVS1,60.6,57.0,5.21,5.26,3.17,Very Low
51551,0.71,Ideal,G,SI2,61.3,55.0,5.76,5.79,3.54,Very Low
51552,0.52,Ideal,G,IF,61.7,56.0,5.19,5.15,3.19,Very Low
51553,0.65,Premium,D,VS1,59.4,62.0,5.72,5.66,3.38,Very Low
51554,1.02,Premium,G,I1,61.3,57.0,6.47,6.35,3.93,Very Low
51555,0.51,Premium,D,VVS2,60.8,60.0,5.23,5.14,3.15,Very Low
51556,0.73,Good,E,SI2,63.3,57.0,5.69,5.72,3.61,Very Low
51557,0.71,Ideal,E,SI2,59.3,56.0,5.89,5.84,3.48,Very Low
51558,0.52,Ideal,F,VVS1,62.0,54.0,5.16,5.19,3.2,Very Low
51559,0.7,Good,D,SI2,63.7,58.0,5.64,5.6,3.58,Very Low
51560,0.71,Premium,G,SI1,62.0,60.0,5.68,5.64,3.51,Very Low
51561,0.7,Very Good,I,VVS1,58.8,61.0,5.78,5.82,3.41,Very Low
51562,0.7,Very Good,H,VS1,62.8,58.0,5.59,5.69,3.54,Very Low
51563,0.79,Premium,G,SI1,61.7,60.0,5.93,5.91,3.65,Very Low
51564,0.76,Ideal,G,SI2,62.1,59.0,5.81,5.84,3.62,Very Low
51565,0.62,Premium,H,IF,58.9,58.0,5.65,5.58,3.31,Very Low
51566,0.7,Very Good,I,VVS1,61.6,58.0,5.69,5.71,3.51,Very Low
51567,0.7,Good,I,VS1,63.1,57.0,5.59,5.67,3.55,Very Low
51568,0.7,Good,F,SI2,64.1,59.0,5.53,5.58,3.56,Very Low
51569,0.7,Ideal,I,VS2,62.3,54.0,5.67,5.72,3.55,Very Low
51570,0.7,Ideal,I,VS2,62.5,54.0,5.68,5.71,3.56,Very Low
51571,0.71,Good,E,SI2,62.2,56.0,5.63,5.66,3.51,Very Low
51572,0.91,Fair,J,SI1,66.3,56.0,5.92,5.99,3.95,Very Low
51573,0.63,Premium,G,VS2,60.4,58.0,5.6,5.59,3.38,Very Low
51574,0.74,Very Good,E,SI2,61.8,60.0,5.78,5.8,3.58,Very Low
51575,0.54,Premium,F,IF,61.9,60.0,5.26,5.21,3.24,Very Low
51576,0.77,Premium,G,SI2,61.9,59.0,5.88,5.84,3.63,Very Low
51577,0.54,Good,E,VVS2,57.5,61.0,5.47,5.39,3.12,Very Low
51578,0.77,Very Good,I,VS2,63.1,58.0,5.86,5.7,3.65,Very Low
51579,0.65,Ideal,D,VS2,62.7,57.0,5.56,5.5,3.47,Very Low
51580,0.61,Premium,F,VVS2,59.7,58.0,5.56,5.53,3.31,Very Low
51581,1.03,Premium,J,I1,62.8,55.0,6.43,6.41,4.03,Very Low
51582,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,Very Low
51583,0.73,Very Good,H,SI1,59.5,58.0,5.85,5.91,3.5,Very Low
51584,0.6,Premium,E,VVS2,62.4,61.0,5.36,5.31,3.33,Very Low
51585,0.52,Ideal,F,IF,61.7,56.0,5.16,5.18,3.19,Very Low
51586,0.73,Premium,I,VS1,60.3,58.0,5.87,5.83,3.53,Very Low
51587,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,Very Low
51588,0.75,Ideal,F,SI2,62.6,55.0,5.86,5.81,3.65,Very Low
51589,0.73,Premium,F,SI2,58.3,58.0,5.95,5.91,3.46,Very Low
51590,0.72,Ideal,H,SI2,61.3,56.0,5.77,5.75,3.53,Very Low
51591,0.73,Premium,I,VS1,61.2,59.0,5.84,5.82,3.57,Very Low
51592,0.77,Good,H,SI1,63.0,65.0,5.82,5.74,3.64,Very Low
51593,0.7,Very Good,H,VS1,61.5,58.0,5.66,5.72,3.5,Very Low
51594,0.7,Very Good,I,VVS2,62.4,61.0,5.6,5.75,3.54,Very Low
51595,0.7,Good,E,VS2,63.0,61.0,5.51,5.64,3.51,Very Low
51596,0.7,Premium,G,SI1,61.4,60.0,5.69,5.74,3.51,Very Low
51597,0.7,Ideal,G,SI1,60.9,57.0,5.77,5.79,3.52,Very Low
51598,0.7,Good,I,VVS2,63.4,59.0,5.57,5.6,3.54,Very Low
51599,0.7,Good,I,VVS2,63.3,55.0,5.61,5.67,3.57,Very Low
51600,0.7,Good,E,VS2,64.2,60.0,5.58,5.64,3.6,Very Low
51601,0.7,Good,H,VS2,63.4,60.0,5.59,5.61,3.55,Very Low
51602,0.7,Premium,H,VS2,60.7,59.0,5.66,5.68,3.44,Very Low
51603,0.7,Premium,E,SI1,59.7,60.0,5.81,5.79,3.46,Very Low
51604,0.7,Good,H,SI1,63.7,57.0,5.58,5.57,3.55,Very Low
51605,0.7,Very Good,I,VS1,63.2,55.0,5.63,5.58,3.54,Very Low
51606,0.7,Premium,I,VS1,62.4,59.0,5.64,5.55,3.49,Very Low
51607,0.7,Fair,F,SI2,65.1,52.0,5.64,5.57,3.65,Very Low
51608,0.75,Premium,F,SI2,60.5,58.0,5.91,5.86,3.56,Very Low
51609,0.7,Premium,F,SI1,60.1,56.0,5.84,5.78,3.49,Very Low
51610,0.79,Very Good,G,SI1,60.9,63.0,5.89,5.84,3.57,Very Low
51611,0.7,Premium,F,SI1,60.8,56.0,5.72,5.66,3.46,Very Low
51612,0.7,Ideal,F,SI2,65.0,53.0,5.61,5.56,3.63,Very Low
51613,0.73,Very Good,E,SI2,62.1,58.0,5.75,5.81,3.59,Very Low
51614,0.73,Very Good,E,SI2,59.3,57.0,5.88,5.95,3.51,Very Low
51615,0.53,Very Good,F,IF,59.6,58.0,5.28,5.32,3.16,Very Low
51616,0.71,Very Good,H,VS2,62.6,59.0,5.66,5.68,3.55,Very Low
51617,0.58,Ideal,F,VVS2,61.8,56.0,5.36,5.39,3.32,Very Low
51618,0.7,Fair,H,VS1,59.6,66.0,5.8,5.74,3.44,Very Low
51619,0.76,Very Good,H,SI1,62.6,58.0,5.76,5.84,3.63,Very Low
51620,0.72,Very Good,H,VS2,62.9,58.0,5.7,5.75,3.6,Very Low
51621,0.72,Very Good,G,SI1,62.8,60.0,5.78,5.68,3.6,Very Low
51622,0.71,Good,F,SI1,66.2,55.0,5.49,5.53,3.65,Very Low
51623,0.93,Premium,F,I1,61.3,59.0,6.27,6.22,3.83,Very Low
51624,0.7,Very Good,E,SI1,59.6,63.0,5.72,5.65,3.39,Very Low
51625,1.05,Fair,I,I1,61.8,66.0,6.48,6.37,3.97,Very Low
51626,0.7,Premium,E,SI1,61.2,62.0,6.65,5.73,3.48,Very Low
51627,1.21,Fair,I,I1,65.0,58.0,6.65,6.59,4.3,Very Low
51628,0.7,Premium,E,SI1,61.8,59.0,5.63,5.57,3.46,Very Low
51629,0.72,Fair,G,VS1,66.4,57.0,5.6,5.51,3.69,Very Low
51630,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,Very Low
51631,0.31,Premium,E,SI1,59.2,60.0,4.36,4.42,2.6,Very Low
51632,0.31,Good,E,SI1,63.4,55.0,4.31,4.33,2.74,Very Low
51633,0.31,Very Good,E,SI1,60.1,61.0,4.35,4.4,2.63,Very Low
51634,0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,Very Low
51635,0.31,Very Good,H,VS1,61.7,61.0,4.31,4.34,2.67,Very Low
51636,0.31,Ideal,G,VS2,62.4,54.0,4.36,4.39,2.73,Very Low
51637,0.31,Premium,H,VS1,59.7,58.0,4.41,4.43,2.64,Very Low
51638,0.31,Good,H,VS1,63.1,57.0,4.31,4.34,2.73,Very Low
51639,0.31,Ideal,G,VS2,61.6,54.0,4.39,4.41,2.71,Very Low
51640,0.31,Ideal,G,VS2,61.4,57.0,4.35,4.45,2.7,Very Low
51641,0.31,Ideal,G,VS2,62.2,56.0,4.31,4.34,2.69,Very Low
51642,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,Very Low
51643,0.31,Premium,G,VS2,59.9,59.0,4.38,4.4,2.63,Very Low
51644,0.31,Good,E,SI1,63.2,59.0,4.24,4.31,2.7,Very Low
51645,0.31,Premium,G,VS2,62.2,59.0,4.3,4.35,2.69,Very Low
51646,0.31,Ideal,I,VVS2,61.6,57.0,4.35,4.39,2.69,Very Low
51647,0.26,Very Good,G,VVS1,61.4,56.0,4.13,4.15,2.54,Very Low
51648,0.26,Very Good,G,VVS1,61.2,56.0,4.1,4.13,2.52,Very Low
51649,0.26,Very Good,G,VVS1,61.6,56.0,4.14,4.17,2.55,Very Low
51650,0.26,Very Good,G,VVS1,61.8,57.0,4.06,4.1,2.52,Very Low
51651,0.35,Very Good,H,VS2,59.8,62.0,4.57,4.63,2.75,Very Low
51652,0.26,Ideal,G,VVS2,62.0,56.0,4.12,4.15,2.56,Very Low
51653,0.26,Ideal,G,VVS2,61.4,56.0,4.11,4.14,2.53,Very Low
51654,0.26,Ideal,G,VVS2,62.3,56.0,4.07,4.1,2.54,Very Low
51655,0.26,Ideal,H,VVS1,62.2,55.0,4.09,4.11,2.55,Very Low
51656,0.3,Ideal,G,VS2,61.8,54.0,4.34,4.37,2.69,Very Low
51657,0.3,Ideal,G,VS2,62.3,58.0,4.26,4.28,2.66,Very Low
51658,0.3,Ideal,G,VS2,62.0,54.0,4.33,4.35,2.69,Very Low
51659,0.3,Ideal,G,VS2,61.2,55.0,4.35,4.38,2.67,Very Low
51660,0.3,Ideal,G,VS2,61.6,58.0,4.27,4.3,2.64,Very Low
51661,0.71,Very Good,E,SI2,62.7,59.0,5.7,5.75,3.59,Very Low
51662,0.71,Ideal,I,VS1,61.6,54.7,5.71,5.85,3.54,Very Low
51663,0.73,Ideal,I,VS1,60.7,56.0,5.85,5.81,3.54,Very Low
51664,0.7,Very Good,I,VVS2,63.1,57.0,5.63,5.68,3.57,Very Low
51665,0.7,Very Good,I,VS1,62.4,56.0,5.65,5.69,3.54,Very Low
51666,0.55,Ideal,G,IF,62.0,55.0,5.25,5.29,3.27,Very Low
51667,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,Very Low
51668,0.7,Ideal,I,VS1,62.4,56.0,5.66,5.68,3.54,Very Low
51669,0.7,Ideal,I,VS1,62.1,57.0,5.69,5.71,3.54,Very Low
51670,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,Very Low
51671,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,Very Low
51672,0.72,Ideal,E,SI2,61.9,55.0,5.76,5.78,3.57,Very Low
51673,0.7,Ideal,E,SI2,61.9,57.0,5.66,5.69,3.51,Very Low
51674,0.71,Ideal,E,SI2,61.2,57.0,5.74,5.82,3.54,Very Low
51675,0.67,Good,F,VVS2,63.8,61.0,5.46,5.54,3.52,Very Low
51676,0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,Very Low
51677,0.71,Premium,H,VS1,62.8,58.0,5.7,5.67,3.57,Very Low
51678,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,Very Low
51679,0.72,Ideal,H,SI1,58.9,56.0,5.91,5.88,3.47,Very Low
51680,0.74,Premium,G,SI2,62.5,56.0,5.81,5.75,3.61,Very Low
51681,0.72,Premium,H,SI1,61.5,56.0,5.8,5.77,3.56,Very Low
51682,0.72,Good,H,SI1,63.7,59.0,5.68,5.63,3.6,Very Low
51683,0.74,Premium,G,SI2,63.0,56.0,5.77,5.75,3.63,Very Low
51684,1.0,Fair,G,I1,64.9,56.0,6.2,6.14,4.01,Very Low
51685,0.74,Very Good,G,SI2,63.3,57.0,5.73,5.7,3.62,Very Low
51686,0.55,Very Good,E,VVS2,60.4,56.0,5.36,5.38,3.24,Very Low
51687,0.76,Ideal,I,SI1,61.6,54.0,5.86,5.92,3.63,Very Low
51688,0.55,Ideal,G,IF,60.6,56.0,5.31,5.33,3.22,Very Low
51689,0.56,Ideal,G,IF,62.0,56.0,5.33,5.28,3.29,Very Low
51690,0.7,Very Good,H,VS1,60.3,63.0,5.77,5.73,3.47,Very Low
51691,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,Very Low
51692,0.7,Fair,F,VS1,55.9,62.0,5.94,5.83,3.29,Very Low
51693,0.76,Premium,E,SI2,60.0,59.0,5.94,5.9,3.55,Very Low
51694,0.76,Ideal,I,SI1,61.8,57.0,5.89,5.83,3.62,Very Low
51695,0.71,Very Good,I,VVS2,59.5,60.0,5.82,5.87,3.48,Very Low
51696,0.7,Very Good,H,VS1,60.1,61.0,5.74,5.81,3.47,Very Low
51697,0.7,Very Good,F,VS2,61.4,57.0,5.73,5.76,3.53,Very Low
51698,0.7,Very Good,F,VS2,60.5,57.0,5.74,5.79,3.49,Very Low
51699,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,Very Low
51700,0.7,Very Good,F,VS2,62.2,56.0,5.7,5.74,3.56,Very Low
51701,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,Very Low
51702,0.7,Very Good,F,VS2,62.9,56.0,5.66,5.73,3.58,Very Low
51703,0.7,Very Good,F,VS2,60.3,59.0,5.76,5.79,3.48,Very Low
51704,0.7,Very Good,F,VS2,62.1,58.0,5.68,5.72,3.54,Very Low
51705,0.7,Very Good,F,VS2,61.2,56.0,5.72,5.78,3.52,Very Low
51706,0.7,Very Good,F,VS2,58.9,57.0,5.79,5.85,3.43,Very Low
51707,0.58,Very Good,D,VVS2,63.0,56.0,5.28,5.35,3.35,Very Low
51708,0.71,Ideal,G,SI1,61.2,58.0,5.77,5.79,3.54,Very Low
51709,0.8,Fair,G,SI2,67.1,56.0,5.76,5.73,3.85,Very Low
51710,0.58,Ideal,F,VS2,61.8,57.0,5.39,5.35,3.32,Very Low
51711,0.72,Very Good,I,VS1,60.7,56.0,5.78,5.82,3.52,Very Low
51712,0.7,Very Good,F,SI1,63.5,56.0,5.58,5.66,3.57,Very Low
51713,0.78,Very Good,G,SI2,63.7,55.9,5.82,5.85,3.72,Very Low
51714,0.72,Very Good,E,SI2,62.2,59.0,5.72,5.79,3.58,Very Low
51715,0.7,Very Good,F,SI1,62.9,59.0,5.62,5.67,3.55,Very Low
51716,0.7,Very Good,F,SI1,61.3,59.0,5.68,5.74,3.5,Very Low
51717,0.7,Good,F,SI1,61.6,65.0,5.71,5.66,3.5,Very Low
51718,0.7,Good,F,SI1,57.2,63.0,5.84,5.87,3.35,Very Low
51719,0.7,Premium,F,SI1,62.2,59.0,5.69,5.73,3.55,Very Low
51720,0.7,Good,F,SI1,63.8,60.0,5.6,5.63,3.58,Very Low
51721,0.7,Good,F,VS1,64.0,56.0,5.6,5.65,3.6,Very Low
51722,0.77,Ideal,F,SI2,61.7,56.0,5.91,5.96,3.66,Very Low
51723,0.7,Ideal,F,SI1,61.8,55.0,5.71,5.75,3.54,Very Low
51724,0.7,Very Good,F,SI1,59.8,59.0,5.74,5.8,3.45,Very Low
51725,0.7,Ideal,D,SI2,60.3,56.0,5.73,5.77,3.47,Very Low
51726,0.7,Premium,F,SI1,61.9,59.0,5.69,5.71,3.53,Very Low
51727,0.7,Good,F,SI1,63.2,57.0,5.62,5.68,3.57,Very Low
51728,0.72,Ideal,E,SI2,61.3,55.0,5.75,5.84,3.55,Very Low
51729,0.78,Fair,G,SI2,64.9,55.2,5.75,5.82,3.76,Very Low
51730,0.58,Ideal,F,VVS2,61.9,56.0,5.38,5.35,3.32,Very Low
51731,0.73,Fair,G,VS2,60.1,65.0,5.91,5.81,3.52,Very Low
51732,0.71,Fair,H,VS1,66.4,62.0,5.54,5.49,3.66,Very Low
51733,0.71,Premium,H,VS1,61.7,56.0,5.81,5.67,3.54,Very Low
51734,0.58,Ideal,F,VVS2,62.5,56.0,5.34,5.29,3.32,Very Low
51735,0.58,Premium,D,VS1,59.2,60.0,5.46,5.41,3.22,Very Low
51736,0.73,Very Good,G,SI1,61.5,59.0,5.76,5.81,3.56,Very Low
51737,0.57,Ideal,F,VVS2,61.7,56.0,5.31,5.35,3.29,Very Low
51738,0.65,Ideal,D,VS2,61.6,57.0,5.55,5.59,3.43,Very Low
51739,0.61,Very Good,G,VVS2,62.4,55.0,5.44,5.47,3.4,Very Low
51740,0.7,Very Good,F,SI1,59.7,56.9,5.73,5.86,3.46,Very Low
51741,0.76,Ideal,F,SI2,61.9,57.0,5.87,5.9,3.64,Very Low
51742,0.81,Premium,F,SI1,59.4,60.0,6.11,6.07,3.62,Very Low
51743,0.71,Very Good,F,SI1,61.9,57.0,5.72,5.79,3.56,Very Low
51744,0.72,Very Good,F,SI1,62.2,59.0,5.72,5.76,3.57,Very Low
51745,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,Very Low
51746,0.63,Good,H,IF,59.3,62.0,5.66,5.7,3.37,Very Low
51747,0.76,Ideal,H,SI2,61.7,56.0,5.88,5.86,3.62,Very Low
51748,0.71,Ideal,E,SI1,61.9,56.0,5.76,5.71,3.55,Very Low
51749,0.7,Very Good,I,VS1,61.4,57.0,5.71,5.74,3.52,Very Low
51750,0.78,Very Good,H,SI2,62.6,59.0,5.81,5.85,3.65,Very Low
51751,0.82,Premium,I,SI1,62.6,57.0,5.98,5.94,3.73,Very Low
51752,0.7,Ideal,E,SI2,60.6,56.0,5.73,5.78,3.49,Very Low
51753,0.7,Good,E,SI2,60.7,61.0,5.69,5.71,3.46,Very Low
51754,0.72,Premium,G,VS2,62.3,59.0,5.77,5.69,3.57,Very Low
51755,0.65,Very Good,F,VS1,59.3,56.0,5.64,5.76,3.37,Very Low
51756,0.7,Premium,H,VVS1,60.9,60.0,5.76,5.71,3.49,Very Low
51757,0.62,Ideal,F,VS1,62.0,54.0,5.46,5.5,3.4,Very Low
51758,0.65,Good,E,VS2,57.8,61.2,5.72,5.78,3.32,Very Low
51759,0.65,Good,F,VS1,61.7,60.3,5.53,5.57,3.42,Very Low
51760,0.7,Ideal,E,SI1,62.4,55.0,5.69,5.64,3.54,Very Low
51761,0.7,Premium,E,SI1,61.9,59.0,5.74,5.66,3.53,Very Low
51762,0.53,Ideal,D,VVS2,62.2,56.0,5.19,5.23,3.24,Very Low
51763,0.53,Ideal,E,VVS1,61.7,57.0,5.17,5.21,3.2,Very Low
51764,0.7,Good,E,SI1,63.6,62.0,5.6,5.57,3.55,Very Low
51765,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,Very Low
51766,0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,Very Low
51767,0.7,Very Good,D,SI1,61.0,59.0,5.67,5.7,3.47,Very Low
51768,0.7,Ideal,F,SI1,62.2,56.0,5.68,5.7,3.54,Very Low
51769,0.7,Ideal,F,SI1,62.1,55.0,5.68,5.72,3.54,Very Low
51770,0.7,Good,F,SI1,58.7,60.0,5.75,5.81,3.39,Very Low
51771,0.73,Very Good,E,SI2,63.3,57.0,5.72,5.69,3.61,Very Low
51772,0.8,Premium,H,SI2,61.6,59.0,5.92,5.86,3.63,Very Low
51773,0.71,Premium,F,SI2,59.6,59.0,5.79,5.75,3.44,Very Low
51774,0.73,Premium,E,SI2,60.8,60.0,5.87,5.78,3.54,Very Low
51775,0.72,Ideal,H,SI2,61.3,55.0,5.78,5.81,3.55,Very Low
51776,0.74,Ideal,F,SI2,61.6,55.0,5.81,5.87,3.6,Very Low
51777,0.7,Ideal,F,SI1,62.6,55.0,5.67,5.7,3.56,Very Low
51778,0.71,Premium,E,SI2,59.0,60.0,5.9,5.87,3.47,Very Low
51779,0.61,Very Good,G,IF,63.0,58.0,5.36,5.43,3.4,Very Low
51780,0.7,Good,F,SI2,64.1,59.0,5.58,5.53,3.56,Very Low
51781,0.7,Very Good,I,VS1,63.1,57.0,5.67,5.59,3.55,Very Low
51782,0.6,Ideal,G,VVS2,61.6,55.0,5.44,5.47,3.36,Very Low
51783,0.8,Very Good,I,VS2,63.3,55.0,5.88,5.93,3.74,Very Low
51784,0.81,Fair,I,VS2,64.6,59.0,5.83,5.78,3.75,Very Low
51785,0.7,Ideal,G,SI1,61.9,56.0,5.66,5.71,3.52,Very Low
51786,0.72,Fair,D,VS2,65.4,56.0,5.68,5.6,3.69,Very Low
51787,0.7,Premium,F,SI1,60.8,58.0,5.78,5.74,3.5,Very Low
51788,0.74,Premium,F,SI1,60.7,59.0,5.85,5.82,3.54,Very Low
51789,0.7,Fair,H,VS1,65.8,56.0,5.54,5.49,3.63,Very Low
51790,0.7,Ideal,G,SI1,60.9,57.0,5.79,5.77,3.52,Very Low
51791,0.7,Very Good,I,VVS2,63.4,59.0,5.6,5.57,3.54,Very Low
51792,0.7,Very Good,I,VVS2,63.3,55.0,5.67,5.61,3.57,Very Low
51793,0.7,Good,E,VS2,64.2,60.0,5.64,5.58,3.6,Very Low
51794,0.7,Very Good,I,VVS2,60.1,63.0,5.81,5.74,3.47,Very Low
51795,0.7,Ideal,F,SI1,62.0,55.0,5.72,5.7,3.54,Very Low
51796,0.7,Premium,E,VS2,63.0,61.0,5.64,5.51,3.51,Very Low
51797,0.7,Good,F,VS2,63.9,53.0,5.65,5.61,3.6,Very Low
51798,0.7,Premium,D,VS2,61.3,58.0,5.72,5.67,3.48,Very Low
51799,0.7,Premium,G,SI1,62.6,60.0,5.61,5.57,3.5,Very Low
51800,0.75,Premium,D,SI2,60.6,56.0,5.94,5.9,3.59,Very Low
51801,0.7,Premium,H,VS2,60.7,59.0,5.68,5.66,3.44,Very Low
51802,0.7,Very Good,H,VS2,63.4,60.0,5.61,5.59,3.55,Very Low
51803,0.7,Premium,I,VVS2,62.4,61.0,5.75,5.6,3.54,Very Low
51804,0.7,Ideal,D,SI2,62.0,57.0,5.68,5.65,3.51,Very Low
51805,0.7,Premium,G,SI1,60.5,57.0,5.75,5.68,3.46,Very Low
51806,0.75,Premium,G,SI1,60.4,58.0,5.88,5.84,3.54,Very Low
51807,0.71,Very Good,F,SI1,63.0,55.0,5.65,5.71,3.58,Very Low
51808,0.71,Good,E,VS2,63.2,57.0,5.63,5.66,3.56,Very Low
51809,0.72,Ideal,E,SI1,60.9,57.0,5.83,5.86,3.56,Very Low
51810,0.71,Ideal,D,SI2,62.3,56.0,5.68,5.72,3.55,Very Low
51811,0.71,Ideal,D,SI2,61.5,55.0,5.72,5.8,3.54,Very Low
51812,0.71,Ideal,F,SI1,61.6,56.0,5.71,5.75,3.53,Very Low
51813,1.01,Ideal,I,I1,61.6,56.0,6.45,6.43,3.97,Very Low
51814,0.7,Ideal,I,SI1,62.8,56.0,5.63,5.68,3.55,Very Low
51815,0.76,Very Good,H,SI2,59.8,58.0,5.94,5.96,3.56,Very Low
51816,0.72,Premium,H,VS2,61.6,57.0,5.84,5.78,3.58,Very Low
51817,0.64,Ideal,F,VS2,62.3,56.0,5.51,5.53,3.44,Very Low
51818,0.64,Ideal,F,VS2,61.1,56.0,5.57,5.59,3.41,Very Low
51819,0.5,Ideal,F,IF,61.2,57.0,5.11,5.15,3.14,Very Low
51820,0.51,Premium,E,VVS2,59.3,59.0,5.25,5.17,3.09,Very Low
51821,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,Very Low
51822,0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,Very Low
51823,0.71,Very Good,E,SI1,62.0,55.0,5.72,5.76,3.56,Very Low
51824,0.79,Premium,H,SI1,63.0,54.0,5.9,5.86,3.69,Very Low
51825,0.72,Ideal,G,SI2,61.5,55.0,5.79,5.82,3.57,Very Low
51826,0.64,Ideal,H,IF,60.5,57.0,5.58,5.62,3.39,Very Low
51827,0.7,Very Good,I,VVS1,60.9,60.0,5.68,5.71,3.47,Very Low
51828,0.7,Very Good,H,VS1,59.5,60.0,5.74,5.76,3.42,Very Low
51829,0.7,Very Good,E,SI1,63.1,56.0,5.62,5.69,3.57,Very Low
51830,0.7,Ideal,F,SI2,61.4,55.0,5.73,5.77,3.53,Very Low
51831,0.7,Good,H,VS1,59.4,62.0,5.71,5.74,3.4,Very Low
51832,0.72,Good,F,SI1,63.6,55.0,5.71,5.64,3.61,Very Low
51833,0.58,Ideal,D,VVS2,63.0,56.0,5.35,5.28,3.35,Very Low
51834,0.7,Very Good,H,VS1,62.1,56.0,5.65,5.68,3.52,Very Low
51835,0.76,Very Good,G,SI2,62.0,57.0,5.82,5.86,3.62,Very Low
51836,0.72,Ideal,F,SI2,62.0,55.0,5.76,5.79,3.58,Very Low
51837,0.72,Ideal,F,SI2,61.2,54.0,5.81,5.86,3.57,Very Low
51838,0.72,Very Good,G,VS1,63.5,55.0,5.75,5.68,3.63,Very Low
51839,0.78,Ideal,I,VS2,60.9,57.0,5.97,5.92,3.62,Very Low
51840,0.9,Fair,I,SI2,67.7,61.0,6.04,5.86,4.03,Very Low
51841,0.71,Very Good,H,VS1,62.6,58.0,5.72,5.75,3.59,Very Low
51842,0.74,Very Good,G,SI2,63.8,56.0,5.7,5.74,3.65,Very Low
51843,0.71,Very Good,E,SI2,62.2,58.0,5.65,5.7,3.53,Very Low
51844,0.74,Ideal,G,SI2,62.7,56.0,5.75,5.8,3.62,Very Low
51845,0.71,Ideal,G,SI1,61.4,55.0,5.75,5.79,3.54,Very Low
51846,0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,Very Low
51847,0.7,Premium,F,SI1,62.9,59.0,5.67,5.62,3.55,Very Low
51848,0.7,Premium,F,SI1,62.2,59.0,5.73,5.69,3.55,Very Low
51849,0.7,Ideal,F,SI1,61.8,55.0,5.75,5.71,3.54,Very Low
51850,0.7,Premium,F,SI1,61.3,59.0,5.74,5.68,3.5,Very Low
51851,0.7,Premium,F,SI1,61.9,59.0,5.71,5.69,3.53,Very Low
51852,0.7,Very Good,F,SI1,63.2,57.0,5.68,5.62,3.57,Very Low
51853,0.7,Ideal,D,SI2,60.3,56.0,5.77,5.73,3.47,Very Low
51854,0.7,Premium,D,SI2,59.5,60.0,5.78,5.73,3.43,Very Low
51855,0.7,Premium,F,SI1,61.0,59.0,5.75,5.69,3.49,Very Low
51856,0.54,Ideal,G,VVS2,61.4,55.0,5.28,5.31,3.25,Very Low
51857,0.79,Very Good,I,SI1,62.5,57.0,5.89,5.91,3.69,Very Low
51858,0.76,Good,G,SI1,57.7,63.0,5.97,6.05,3.47,Very Low
51859,0.77,Ideal,I,SI2,61.6,57.0,5.87,5.92,3.63,Very Low
